,Feature1,Feature2,Feature3,Feature4,Feature6,Feature7,Feature10,Feature11,Feature12,Feature14,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature32,Feature34,Feature35,Feature36,Feature38,Feature40,Feature42,Feature44,Feature50,Feature51,Feature52,Feature54,Feature59,Feature61,UserID,TARGET
6015,0.00733,-14833,-4572,14.0,1,0,3,2,17,0,0.5942265489999999,0.34252887200000004,0.2273,0.1264,0.375,0.4167,0.168,0.1816,0.2635,0.0347,0.1113,0.2269,0.0566,0.9965,0.0263,0.2069,0.0968,0.1983,0.2693,0.1135,0.1264,0.0262,0.2069,0.0,0.0,-875,1,0.0,6.0,243100,0
6022,0.0038179999999999998,-17663,-1210,19.0,1,0,1,2,5,0,0.430323432,0.619527708,0.0608,0.0785,0.1667,0.0417,0.0405,0.0496,0.0631,0.0,0.0,0.0609,0.0741,0.9861,0.0524,0.1034,0.0302,0.0533,0.0578,0.0,0.0785,0.0567,0.1207,2.0,1.0,-602,0,0.0,3.0,110641,1
6025,0.019688999999999998,-21478,-5033,4.0,1,0,2,2,16,0,0.6445522260000001,0.69562193,0.0619,0.039,0.375,0.4167,0.0325,0.0504,0.0617,0.0,0.0,0.063,0.0405,0.9866,0.0171,0.0345,0.0333,0.0551,0.0642,0.0,0.039,0.017,0.0345,2.0,0.0,-1781,1,0.0,2.0,363385,0
6026,0.018801,-11066,-3602,10.0,1,0,3,2,8,0,0.283955334,0.588487788,0.1113,0.0823,0.3333,0.0417,0.0692,0.0908,0.1106,0.0,0.0,0.1134,0.0854,0.9841,0.0543,0.1034,0.0708,0.0992,0.1152,0.0,0.0823,0.0541,0.1034,2.0,0.0,-680,1,0.0,2.0,166830,0
6031,0.030755,-11791,-4337,5.0,1,0,1,2,11,0,0.356418742,0.80045134,0.0742,0.0535,0.3333,0.375,1.0,0.0588,0.0749,0.0077,0.0097,0.0756,0.0556,0.9831,0.0301,0.069,1.0,0.0643,0.0781,0.0103,0.0535,0.03,0.069,0.0,0.0,-105,0,2.0,1.0,433742,0
6039,0.009656999999999999,-13246,-2924,18.0,1,0,2,2,18,0,0.588805483,0.35069584299999995,0.33399999999999996,0.2691,0.3333,0.0417,0.0,0.2723,0.4011,0.0039,0.0022,0.3403,0.2792,0.9891,0.1084,0.3103,0.0,0.2975,0.4179,0.0023,0.2691,0.1081,0.3103,0.0,0.0,-560,1,1.0,1.0,173826,0
6057,0.04622,-20017,-2769,5.0,1,0,2,1,11,1,0.35989232600000004,0.565607981,0.0619,0.0636,0.1667,0.2083,0.0448,0.0504,0.0545,0.0,0.0,0.063,0.066,0.9896,0.0102,0.1379,0.0458,0.0551,0.0567,0.0,0.0636,0.0102,0.1379,9.0,0.0,0,0,0.0,1.0,304369,0
6067,0.005313,-12597,-4380,19.0,1,0,4,2,14,0,0.154068669,0.384206813,0.0619,0.0471,0.1667,0.2083,0.0286,0.0504,0.0512,0.0,0.0,0.063,0.0489,0.9762,0.0255,0.1034,0.0293,0.0551,0.0533,0.0,0.0471,0.0254,0.1034,0.0,0.0,0,1,0.0,2.0,178794,0
6084,0.022625,-14811,-4268,0.0,1,1,2,2,15,0,0.6587035210000001,0.697146908,0.4072,0.2893,0.3333,0.375,0.1754,0.3261,0.4133,0.027000000000000003,0.0083,0.4149,0.3002,0.9816,0.009000000000000001,0.3793,0.1794,0.3563,0.4306,0.0087,0.2893,0.009000000000000001,0.3793,0.0,0.0,-669,1,0.0,2.0,100289,0
6109,0.035792000000000004,-21512,-4670,3.0,1,0,2,2,11,0,0.728386987,0.6674577420000001,0.1216,0.2132,0.1667,0.0417,0.0949,0.0975,0.1117,0.0077,0.0118,0.1239,0.2212,0.9836,0.0,0.2759,0.0971,0.1065,0.1164,0.0125,0.2132,0.0,0.2759,0.0,0.0,-2280,0,0.0,1.0,102718,0
6123,0.028663,-20315,-3748,7.0,0,0,2,2,10,0,0.586707285,0.656158373,0.1227,0.0814,0.1667,0.2083,0.1056,0.0992,0.1083,0.0039,0.0187,0.125,0.0845,0.9856,0.0161,0.2759,0.10800000000000001,0.1084,0.1129,0.0198,0.0814,0.016,0.2759,0.0,0.0,-1059,1,0.0,0.0,114839,0
6127,0.016612000000000002,-11577,-1441,18.0,0,0,2,2,12,0,0.122358439,0.45969045,0.2227,0.1572,0.3333,0.375,0.0975,0.1816,0.2266,0.0,0.0,0.2269,0.1631,0.9791,0.08800000000000001,0.2069,0.0997,0.1983,0.2361,0.0,0.1572,0.0877,0.2069,0.0,0.0,-891,1,0.0,4.0,244332,0
6138,0.019101,-13928,-4641,7.0,1,0,2,2,10,1,0.650312408,0.26085591399999997,0.0247,0.0456,0.0833,0.125,0.0081,0.0202,0.0215,0.0,0.0,0.0252,0.0474,0.9816,0.0145,0.069,0.0083,0.022000000000000002,0.0224,0.0,0.0456,0.0144,0.069,0.0,0.0,-1988,1,0.0,5.0,448531,1
6141,0.025164,-17033,-566,4.0,1,0,3,2,11,0,0.503686504,0.75037515,0.1897,0.0687,0.375,0.0417,0.107,0.1437,0.1924,0.0502,0.1082,0.1933,0.0713,0.995,0.0,0.1379,0.1094,0.157,0.2005,0.1146,0.0687,0.0,0.1379,0.0,0.0,-1136,1,1.0,0.0,353858,0
6142,0.025164,-13638,-3530,17.0,1,0,2,2,10,0,0.458885469,0.553164699,0.1495,0.1056,0.3333,0.375,0.0324,0.1219,0.1522,0.0,0.0,0.1523,0.1096,0.9806,0.0398,0.1379,0.0331,0.1331,0.1586,0.0,0.1056,0.0397,0.1379,0.0,0.0,-1880,0,0.0,2.0,167728,0
6148,0.010032,-11583,-3341,3.0,1,0,4,2,3,1,0.5167298029999999,0.639707568,0.0928,0.0951,0.1667,0.2083,0.019,0.0756,0.0601,0.0,0.0751,0.0945,0.0987,0.9796,0.0725,0.2069,0.0194,0.0826,0.0626,0.0795,0.0951,0.0723,0.2069,0.0,0.0,-1131,1,0.0,4.0,425568,0
6149,0.02461,-19038,-2562,4.0,1,0,2,2,19,1,0.759575151,0.549596502,0.1031,0.0698,0.375,0.4167,0.0407,0.0836,0.1285,0.0019,0.0005,0.084,0.0551,0.9926,0.0563,0.069,0.0,0.0735,0.1092,0.0,0.0698,0.1039,0.0862,0.0,0.0,-5,0,0.0,3.0,444674,0
6154,0.028663,-15198,-4214,15.0,1,0,1,2,10,0,0.45849454,0.492060094,0.0082,0.0049,0.0417,0.0833,0.0143,0.0067,0.0084,0.0,0.0,0.0084,0.005,0.9687,0.0011,0.0345,0.0146,0.0073,0.0088,0.0,0.0049,0.0011,0.0345,2.0,0.0,0,1,0.0,0.0,235573,0
6166,0.032561,-21760,-4047,14.0,1,0,2,1,15,0,0.669730102,0.832785025,0.3309,0.2167,0.3333,0.375,0.1168,0.2698,0.3218,0.0,0.0,0.3372,0.2249,0.9782,0.0693,0.3103,0.1195,0.2948,0.3353,0.0,0.2167,0.0691,0.3103,3.0,0.0,-1089,1,2.0,0.0,205830,0
6188,0.018801,-10031,-2337,14.0,1,0,2,2,7,1,0.17194571600000003,0.10344905199999999,0.1227,0.12,0.1667,0.2083,0.1204,0.1,0.1053,0.0,0.0,0.125,0.1245,0.9762,0.0595,0.2759,0.1232,0.1093,0.1097,0.0,0.12,0.0594,0.2759,5.0,3.0,0,1,0.0,2.0,442411,0
6248,0.010006000000000001,-15872,-2164,13.0,1,1,2,2,8,0,0.262258369,0.43119179799999996,0.0199,0.0,0.0417,0.0833,0.0052,0.0162,0.0126,0.0,0.0095,0.0126,0.0,0.9806,0.0,0.069,0.0,0.011000000000000001,0.0103,0.0032,0.0,0.0,0.069,0.0,0.0,-402,1,0.0,2.0,318554,0
6250,0.02461,-19854,-3273,17.0,0,0,2,2,10,0,0.576656308,0.633031641,0.099,0.0599,0.375,0.4167,0.0814,0.0807,0.0975,0.0,0.0,0.084,0.0423,0.995,0.0183,0.0345,0.0503,0.0735,0.1157,0.0,0.0556,0.0225,0.069,0.0,0.0,0,0,0.0,1.0,252179,0
6252,0.016612000000000002,-12534,-4149,11.0,1,0,3,2,13,0,0.46917493299999996,0.768807573,0.23199999999999998,0.1982,0.3333,0.375,0.157,0.1891,0.2392,0.0,0.0,0.2363,0.2056,0.9846,0.0388,0.2069,0.1606,0.2066,0.2493,0.0,0.1982,0.0387,0.2069,0.0,0.0,0,0,1.0,5.0,165972,0
6261,0.035792000000000004,-14023,-4659,7.0,1,0,2,2,17,0,0.565977541,0.21885908199999998,0.134,0.1056,0.1875,0.2221,0.0814,0.0916,0.1454,0.0656,0.0821,0.042,0.0,0.9916,0.0049,0.0345,0.0,0.0331,0.0442,0.0228,0.1023,0.0055,0.2414,2.0,0.0,-1834,1,0.0,1.0,425894,0
6292,0.014464,-12168,-1412,13.0,1,0,3,2,9,1,0.34459636200000004,0.43119179799999996,0.0124,0.0,0.0417,0.0,0.0,0.0,0.01,0.0,0.018000000000000002,0.0126,0.0,0.9633,0.0,0.1034,0.0,0.0,0.0104,0.0191,0.0,0.0,0.1034,1.0,0.0,-1315,0,0.0,5.0,167213,1
6321,0.005313,-23303,-4634,1.0,1,0,1,2,12,0,0.702248036,0.689479143,0.0887,0.1107,0.1667,0.2083,0.1074,0.0723,0.0514,0.0,0.0,0.0903,0.1149,0.9841,0.0119,0.2069,0.1099,0.079,0.0536,0.0,0.1107,0.0119,0.2069,2.0,0.0,-631,0,0.0,4.0,331728,0
6337,0.018801,-12552,-4522,9.0,1,0,3,2,13,0,0.205040637,0.098218595,0.1485,0.109,0.3333,0.375,0.0415,0.121,0.1493,0.0,0.0,0.1513,0.1131,0.9786,0.0709,0.1379,0.0424,0.1322,0.1556,0.0,0.109,0.0707,0.1379,1.0,0.0,-517,1,0.0,6.0,162849,1
6348,0.00963,-16057,-4655,6.0,1,0,3,2,13,0,0.6173090920000001,0.7981372309999999,0.1691,0.1496,0.3542,0.375,0.0836,0.158,0.1772,0.0193,0.0491,0.1471,0.1408,0.9955,0.0532,0.1034,0.0855,0.1726,0.1501,0.0427,0.1496,0.053,0.1207,0.0,0.0,0,0,0.0,3.0,177541,0
6353,0.01885,-17854,-1401,14.0,1,0,2,2,13,0,0.406510207,0.72094415,0.1227,0.0979,0.1667,0.2083,0.0871,0.1,0.1034,0.0,0.0,0.125,0.1016,0.9846,0.022000000000000002,0.2069,0.0891,0.1093,0.1077,0.0,0.0979,0.0219,0.2069,0.0,0.0,0,1,0.0,2.0,302486,0
6359,0.011656999999999999,-15900,-4453,6.0,1,0,2,1,13,0,0.66888309,0.18959526,0.0928,0.0903,0.1667,0.2083,0.0973,0.0756,0.0776,0.0,0.0,0.0945,0.0937,0.9791,0.0438,0.2069,0.0996,0.0826,0.0809,0.0,0.0903,0.0437,0.2069,0.0,0.0,-1996,0,0.0,5.0,150481,0
6372,0.011656999999999999,-13778,-4238,3.0,1,0,3,1,10,0,0.7831049790000001,0.304672184,0.0825,0.0849,0.1667,0.2083,0.0147,0.0672,0.0691,0.0,0.0,0.084,0.0881,0.9772,0.0636,0.1379,0.0151,0.0735,0.07200000000000001,0.0,0.0849,0.0634,0.1379,2.0,0.0,-2878,1,1.0,0.0,340578,0
6408,0.010032,-14565,-4642,12.0,1,0,1,2,8,0,0.637825955,0.387625344,0.2522,0.2454,0.2221,0.2638,0.1604,0.2009,0.2688,0.0219,0.0947,0.105,0.1189,0.9777,0.0339,0.2069,0.0556,0.0918,0.0931,0.0,0.1147,0.0401,0.2069,0.0,0.0,-1615,1,1.0,2.0,438537,0
6414,0.072508,-12289,-557,3.0,1,0,2,1,14,0,0.711176528,0.379100485,0.3948,0.1945,0.625,0.6667,0.0,0.3219,0.2971,0.0,0.0,0.4023,0.2019,0.9811,0.2933,0.2069,0.0,0.3517,0.3095,0.0,0.1945,0.2925,0.2069,4.0,0.0,-446,1,1.0,1.0,114233,0
6431,0.010032,-11203,-686,12.0,1,0,1,2,5,0,0.694737038,0.285179905,0.0742,0.0564,0.3333,0.375,0.0236,0.0605,0.076,0.0,0.0,0.0756,0.0585,0.9856,0.0185,0.069,0.0242,0.0661,0.0792,0.0,0.0564,0.0184,0.069,2.0,0.0,-1551,1,1.0,1.0,370993,0
6451,0.010966,-10477,-590,8.0,1,1,5,2,12,1,0.035386102999999995,0.179821765,0.0247,0.0475,0.0833,0.0417,0.012,0.0202,0.0255,0.0039,0.0115,0.0252,0.0493,0.9886,0.0046,0.1034,0.0123,0.022000000000000002,0.0265,0.0122,0.0475,0.0046,0.1034,0.0,0.0,-525,1,0.0,5.0,208964,1
6471,0.008019,-17132,-616,9.0,1,0,3,2,10,0,0.572594044,0.67224289,0.1124,0.1025,0.3333,0.375,0.0555,0.0899,0.0769,0.0077,0.0036,0.1145,0.1064,0.9866,0.0348,0.1034,0.0567,0.0983,0.0802,0.0038,0.1025,0.0347,0.1034,1.0,0.0,-1132,1,0.0,0.0,405499,0
6473,0.018801,-9326,-1998,3.0,1,0,2,2,11,0,0.492408949,0.45610973899999996,0.0222,0.0168,0.0833,0.1667,0.0267,0.0294,0.0238,0.0039,0.0202,0.0084,0.0,0.9677,0.0212,0.069,0.0273,0.0321,0.0064,0.0214,0.0168,0.0211,0.0862,8.0,0.0,-843,0,0.0,0.0,174971,0
6483,0.009656999999999999,-14679,-5027,18.0,1,0,3,2,17,0,0.594706278,0.777659443,0.1564,0.166,0.4167,0.0417,0.0555,0.3018,0.1549,0.0,0.0208,0.0504,0.0509,0.9856,0.0,0.0345,0.0064,0.3297,0.0349,0.0,0.166,0.0,0.0345,0.0,0.0,-1933,1,0.0,5.0,328139,0
6505,0.005144,-10819,-2570,4.0,1,0,3,2,12,0,0.592443129,0.093225095,0.0928,0.1164,0.1667,0.2083,0.0619,0.0756,0.0906,0.0,0.0,0.0945,0.1208,0.9846,0.012,0.2069,0.0634,0.0826,0.0944,0.0,0.1164,0.0119,0.2069,0.0,0.0,-2039,1,0.0,2.0,423274,0
6541,0.028663,-15974,-4390,13.0,1,0,3,2,14,0,0.6226517579999999,0.707699345,0.0639,0.0586,0.1667,0.2083,0.0237,0.0504,0.0561,0.0077,0.0065,0.0651,0.0609,0.9926,0.009000000000000001,0.1379,0.0242,0.0551,0.0585,0.0069,0.0586,0.0089,0.1379,1.0,0.0,-145,1,0.0,3.0,137819,0
6567,0.028663,-19372,-2928,7.0,1,0,1,2,11,0,0.23845240199999998,0.47045611600000004,0.0876,0.0478,0.4583,0.0417,0.0104,0.0714,0.0773,0.0,0.0097,0.0893,0.0496,0.9841,0.1122,0.0345,0.0106,0.0781,0.0805,0.0103,0.0478,0.1119,0.0345,4.0,0.0,-1288,1,0.0,1.0,319767,0
6584,0.014464,-13342,-4825,8.0,1,0,3,2,6,0,0.6827701970000001,0.646329898,0.3794,0.1091,0.3333,0.375,0.0841,0.3093,0.1551,0.0,0.1099,0.3876,0.1132,0.9826,0.2654,0.069,0.0705,0.3388,0.1592,0.115,0.1091,0.2696,0.069,0.0,0.0,-663,1,0.0,3.0,334942,0
6586,0.02461,-19890,-3201,3.0,1,0,1,2,17,0,0.609229004,0.807273923,0.0866,0.0863,0.2083,0.2083,0.0647,0.0681,0.0701,0.0116,0.004,0.0882,0.0895,0.9732,0.0621,0.1379,0.0662,0.0744,0.0731,0.0043,0.0863,0.062,0.1379,0.0,0.0,-1118,1,0.0,1.0,375819,0
6607,0.026392000000000002,-10271,-2939,1.0,1,0,2,2,10,0,0.73253309,0.567379237,0.0722,0.0673,0.1667,0.2083,0.0441,0.0588,0.0629,0.0,0.0194,0.0735,0.0698,0.9796,0.008,0.1379,0.0451,0.0643,0.0656,0.0206,0.0673,0.0079,0.1379,0.0,0.0,-2,0,0.0,0.0,452013,0
6630,0.011656999999999999,-10545,-3214,9.0,1,1,3,1,9,1,0.6670352420000001,0.562060483,0.1232,0.0895,0.375,0.4167,0.0371,0.1004,0.1378,0.0,0.0386,0.125,0.0928,0.9901,0.0047,0.1034,0.0371,0.1093,0.1368,0.0125,0.0895,0.0154,0.1034,3.0,0.0,-2777,0,1.0,4.0,324201,0
6640,0.020246,-14342,-1193,1.0,1,0,3,3,9,1,0.38083128200000005,0.262248971,0.0454,0.0698,0.1667,0.2083,0.0325,0.0361,0.0446,0.0039,0.0647,0.0462,0.0725,0.997,0.0285,0.069,0.0333,0.0395,0.0464,0.0685,0.0698,0.0284,0.069,0.0,0.0,-1114,1,1.0,0.0,372645,0
6642,0.0105,-13911,-4590,8.0,1,0,4,3,18,0,0.554124453,0.546023197,0.1773,0.1037,0.3333,0.375,0.075,0.1378,0.1708,0.0309,0.151,0.1807,0.1076,0.9846,0.033,0.1724,0.0767,0.1506,0.17800000000000002,0.1598,0.1037,0.0329,0.1724,8.0,2.0,-380,1,0.0,2.0,147306,0
6649,0.001276,-12605,-3696,16.0,1,0,3,2,5,0,0.38398679,0.689479143,0.0495,0.0623,0.1667,0.0417,0.0224,0.0,0.0402,0.0,0.0492,0.0504,0.0646,0.9811,0.0,0.1034,0.0229,0.0,0.0419,0.0521,0.0623,0.0,0.1034,0.0,0.0,0,1,0.0,1.0,360870,0
6657,0.072508,-15238,-3863,2.0,1,0,1,1,15,0,0.551037388,0.406617437,0.2588,0.1071,0.6667,0.7083,0.0,0.2064,0.2697,0.0212,0.0378,0.2216,0.0968,0.9926,0.0843,0.1034,0.0,0.1864,0.2336,0.0053,0.1071,0.1161,0.1379,0.0,0.0,-17,1,1.0,3.0,221641,0
6665,0.008575,-16286,-4407,11.0,1,0,2,2,15,0,0.47774992200000005,0.704706423,0.1289,0.1714,0.1667,0.2083,0.196,0.1042,0.1235,0.0039,0.0313,0.1313,0.1778,0.9871,0.0227,0.3448,0.2005,0.1139,0.1287,0.0331,0.1714,0.0226,0.3448,1.0,0.0,-1343,1,1.0,1.0,317720,0
6671,0.032561,-15522,-2961,6.0,1,0,3,1,15,0,0.7008103059999999,0.477649155,0.1871,0.1292,0.3333,0.375,0.0666,0.15,0.1484,0.0116,0.1962,0.1124,0.0711,0.9816,0.0,0.1034,0.0163,0.0983,0.1268,0.040999999999999995,0.1292,0.0078,0.1724,3.0,0.0,-615,0,0.0,0.0,258493,0
6687,0.04622,-13063,-4698,1.0,1,0,2,1,12,1,0.718694603,0.75574005,0.3278,0.1028,0.6667,0.7083,0.003,0.2673,0.3194,0.0,0.3018,0.33399999999999996,0.1066,0.995,0.0,0.1724,0.003,0.292,0.3328,0.3195,0.1028,0.0,0.1724,0.0,0.0,-1055,0,0.0,2.0,426093,0
6705,0.010006000000000001,-19840,-3360,0.0,1,1,1,2,8,0,0.667433378,0.384206813,0.044000000000000004,0.0242,0.1667,0.2083,0.0147,0.0359,0.0315,0.0,0.0104,0.0315,0.0,0.9811,0.0,0.0345,0.0105,0.0275,0.016,0.005,0.0,0.0,0.069,0.0,0.0,-2125,1,0.0,3.0,451647,0
6716,0.010556,-15283,-4800,6.0,1,0,3,3,10,0,0.574567638,0.73801962,0.0619,0.0508,0.1667,0.2083,0.0591,0.0504,0.0548,0.0,0.0,0.063,0.0527,0.9796,0.0243,0.1379,0.0604,0.0551,0.0571,0.0,0.0508,0.0242,0.1379,0.0,0.0,-1125,1,1.0,2.0,111700,0
6717,0.020246,-19862,-3399,16.0,1,0,3,3,7,0,0.49581980600000003,0.780143638,0.0825,0.0685,0.1667,0.2083,0.0719,0.0672,0.0645,0.0,0.0,0.084,0.071,0.9737,0.0072,0.1379,0.0735,0.0735,0.0672,0.0,0.0685,0.0072,0.1379,0.0,0.0,-2512,1,0.0,1.0,170245,0
6718,0.028663,-13399,-4014,14.0,1,0,4,2,10,1,0.596954888,0.610991328,0.0928,0.027999999999999997,0.1667,0.0417,0.0202,0.0752,0.0556,0.0019,0.0538,0.063,0.0254,0.9846,0.0102,0.1379,0.0186,0.0551,0.0575,0.0491,0.027999999999999997,0.0102,0.1379,3.0,2.0,-1136,1,1.0,4.0,113429,0
6742,0.022625,-17074,-633,25.0,1,0,2,2,10,0,0.792523825,0.759712182,0.1845,0.1237,0.3333,0.375,0.1227,0.1505,0.2108,0.0,0.0,0.188,0.1284,0.9866,0.0411,0.2069,0.1255,0.1644,0.2196,0.0,0.1237,0.040999999999999995,0.2069,0.0,0.0,-2162,1,0.0,4.0,177561,0
6747,0.010032,-17289,-786,18.0,1,0,2,2,5,0,0.58808525,0.670651753,0.0103,0.0144,0.0417,0.0833,0.0456,0.0084,0.0107,0.0,0.0,0.0105,0.0,0.9608,0.0013,0.069,0.0299,0.0092,0.0086,0.0,0.0144,0.0014,0.069,0.0,0.0,-1450,1,0.0,1.0,445627,0
6759,0.007305,-12808,-4788,5.0,1,0,3,3,13,0,0.669497888,0.194067828,0.2381,0.1992,0.3333,0.375,0.0345,0.1883,0.228,0.027000000000000003,0.0233,0.2426,0.2067,0.9841,0.094,0.2069,0.0353,0.2057,0.2376,0.0247,0.1992,0.0937,0.2069,0.0,0.0,-3356,1,0.0,1.0,373359,0
6780,0.006233,-14624,-2744,10.0,1,0,3,2,14,0,0.507294205,0.12451947099999999,0.0825,0.0027,0.1667,0.2083,0.0598,0.0672,0.0702,0.0,0.0022,0.084,0.0028,0.9752,0.0088,0.1379,0.0611,0.0735,0.0732,0.0023,0.0027,0.0088,0.1379,0.0,0.0,-543,1,0.0,5.0,232358,1
6812,0.030755,-14177,-4968,20.0,1,0,3,2,11,1,0.508239749,0.50648424,0.0928,0.1105,0.1667,0.2083,0.0262,0.0748,0.0882,0.0039,0.0016,0.0945,0.1137,0.9796,0.0404,0.2069,0.0268,0.0817,0.0917,0.0,0.1105,0.0402,0.2069,0.0,0.0,-1122,0,0.0,1.0,380568,0
6817,0.007273999999999999,-13600,-4908,9.0,1,0,2,2,12,1,0.6931626190000001,0.72239289,0.0856,0.0831,0.3333,0.375,0.0,0.0689,0.0354,0.0039,0.0078,0.0872,0.0863,0.9806,0.0502,0.0345,0.0,0.0753,0.0369,0.0082,0.0831,0.05,0.0345,0.0,0.0,-955,1,0.0,3.0,376752,0
6857,0.015221,-17777,-1331,6.0,1,0,2,2,11,0,0.262258369,0.593717587,0.0897,0.0794,0.1667,0.2083,0.0603,0.0664,0.0638,0.0309,0.0273,0.0914,0.0824,0.9767,0.0,0.1379,0.0617,0.0725,0.0665,0.0289,0.0794,0.0,0.1379,2.0,0.0,-1329,0,2.0,2.0,425484,1
6861,0.009656999999999999,-18707,-2196,1.0,1,0,2,2,12,1,0.362571637,0.40835885299999997,0.0412,0.0237,0.125,0.1667,0.0452,0.0336,0.0398,0.0,0.0,0.042,0.0246,0.9742,0.0074,0.1034,0.0462,0.0367,0.0415,0.0,0.0237,0.0074,0.1034,0.0,0.0,-302,0,1.0,4.0,419473,0
6888,0.020713,-8472,-1164,14.0,1,1,1,3,9,0,0.232106387,0.263646813,0.0928,0.0827,0.1667,0.2083,0.0354,0.0748,0.0863,0.0039,0.0214,0.0945,0.0858,0.9801,0.0121,0.2069,0.0362,0.0817,0.0899,0.0227,0.0827,0.0121,0.2069,7.0,0.0,-994,1,0.0,3.0,331975,0
6899,0.020246,-11241,-493,14.0,1,0,2,3,13,0,0.48937037299999997,0.49746888899999997,0.0608,0.0607,0.1667,0.2083,0.0592,0.0471,0.0526,0.0116,0.0302,0.062,0.063,0.9811,0.0076,0.1379,0.0606,0.0514,0.0548,0.032,0.0607,0.0076,0.1379,0.0,0.0,0,1,0.0,0.0,288665,0
6900,0.001417,-10196,-2332,17.0,1,0,2,2,11,1,0.343934866,0.76102637,0.0608,0.0,0.1667,0.0,0.0,0.0496,0.0517,0.0,0.0,0.062,0.0,0.9856,0.0,0.1379,0.0,0.0542,0.0539,0.0,0.0,0.0,0.1379,0.0,0.0,-565,1,0.0,1.0,383684,0
6905,0.025164,-17520,-1072,7.0,1,0,2,2,11,0,0.246757218,0.524496446,0.1031,0.0262,0.1667,0.2083,0.0163,0.0841,0.0695,0.0,0.0096,0.105,0.0272,0.9727,0.0408,0.1724,0.0167,0.0918,0.0725,0.0102,0.0262,0.0407,0.1724,1.0,1.0,-3,1,0.0,1.0,246785,0
6939,0.006629,-13218,-4104,13.0,1,0,4,2,6,0,0.62988877,0.47584990899999996,0.0814,0.0,0.1667,0.2083,0.0289,0.0664,0.084,0.0,0.0208,0.083,0.0,0.9871,0.0167,0.1379,0.0296,0.0725,0.0875,0.0,0.0,0.0167,0.1379,3.0,0.0,0,1,0.0,1.0,210557,0
6970,0.025164,-17961,-1489,6.0,1,0,2,2,10,1,0.265311748,0.481249341,0.0825,0.0776,0.1667,0.2083,0.0,0.0656,0.0616,0.0077,0.0052,0.084,0.0805,0.9757,0.006999999999999999,0.1379,0.0,0.0716,0.0641,0.0055,0.0776,0.0069,0.1379,5.0,0.0,-2287,1,0.0,7.0,262318,0
6999,0.025164,-9229,-1920,1.0,1,0,3,2,15,0,0.516019869,0.493862882,0.2474,0.1606,0.375,0.4167,0.0,0.2,0.1812,0.0077,0.0063,0.2521,0.1667,0.9871,0.0906,0.2069,0.0,0.2185,0.1888,0.0066,0.1606,0.0903,0.2069,1.0,0.0,-1148,0,0.0,0.0,379545,0
7013,0.0228,-11473,-3814,4.0,1,0,4,2,12,0,0.366578691,0.12064103,0.1536,0.1127,0.4167,0.0,0.0874,0.1252,0.1508,0.0,0.0,0.1565,0.11699999999999999,1.0,0.1491,0.1379,0.0894,0.1368,0.1571,0.0,0.1127,0.1487,0.1379,4.0,0.0,-559,0,0.0,4.0,395872,0
7039,0.025164,-13756,-5209,4.0,1,0,4,2,9,0,0.569074396,0.832785025,0.033,0.1025,0.125,0.1667,0.0205,0.0219,0.0211,0.0193,0.0185,0.0336,0.1064,0.9747,0.0,0.069,0.021,0.0239,0.022000000000000002,0.0196,0.1025,0.0,0.069,6.0,0.0,-734,1,1.0,1.0,174078,0
7068,0.0228,-10788,-3470,13.0,1,0,1,2,8,1,0.42813227299999995,0.468659655,0.0711,0.0733,0.1667,0.2083,0.07200000000000001,0.057999999999999996,0.0716,0.0,0.0,0.0725,0.076,0.9846,0.0124,0.2069,0.0736,0.0634,0.0746,0.0,0.0733,0.0123,0.2069,0.0,0.0,0,1,0.0,2.0,433572,1
7095,0.026392000000000002,-11484,-3815,7.0,1,0,2,2,12,0,0.6166786470000001,0.258084204,0.1062,0.1411,0.1667,0.2083,0.032,0.0866,0.0892,0.0,0.0133,0.1082,0.1464,0.9866,0.0156,0.2414,0.0328,0.0946,0.0929,0.013999999999999999,0.1411,0.0155,0.2414,1.0,0.0,0,1,0.0,4.0,315411,1
7114,0.072508,-12380,-16,4.0,1,0,1,1,12,0,0.698940845,0.42236965200000004,0.1804,0.1502,0.4583,0.4167,0.1178,0.1471,0.1343,0.0,0.005,0.1838,0.1558,0.9916,0.13699999999999998,0.1379,0.1205,0.1607,0.1399,0.0053,0.1502,0.1367,0.1379,0.0,0.0,-1826,0,1.0,5.0,149298,0
7129,0.006305,-9091,-1776,21.0,1,0,3,3,12,0,0.40230711,0.082814704,0.0041,0.0,0.0,0.0417,0.0,0.0034,0.0035,0.0,0.0,0.0042,0.0,0.9518,0.0,0.069,0.0,0.0037,0.0036,0.0,0.0,0.0,0.069,2.0,1.0,-1223,1,0.0,4.0,301219,0
7135,0.006852,-10118,-1659,17.0,1,0,2,3,6,0,0.0040899709999999995,0.75574005,0.0825,0.0715,0.1667,0.2083,0.0561,0.0664,0.0723,0.0039,0.0129,0.084,0.0742,0.9831,0.0562,0.1379,0.0573,0.0725,0.0753,0.0137,0.0715,0.055999999999999994,0.1379,0.0,0.0,-1056,0,0.0,0.0,211433,1
